month_date	ur	pi_gr	nyse_gr	tb_sqrt_diff	ics_log_diff	pce_gr_diff	num_words	perc_pos	perc_neg	perc_uncert	perc_litig	perc_modal_wk	perc_modal_wod	perc_modal_str	perc_constrain	num_alphanum	num_digits	num_nums	avg_syll_word	avg_word_len	vocab	num_words_rev_weighted	perc_pos_rev_weighted	perc_neg_rev_weighted	perc_uncert_rev_weighted	perc_litig_rev_weighted	perc_modal_wk_rev_weighted	perc_modal_wod_rev_weighted	perc_modal_str_rev_weighted	perc_constrain_rev_weighted	num_alphanum_rev_weighted	num_digits_rev_weighted	num_nums_rev_weighted	avg_syll_word_rev_weighted	avg_word_len_rev_weighted	vocab_rev_weighted
4/1/14	6.3	-0.00163736	0.003163129	-0.050401717	0.049979932	-0.007772799	7633.8	1.912953942	1.041248052	0.883939329	0.096621935	0.37583502	0.684052333	0.607524027	0.086709852	38731.64444	450	172.8444444	1.536901773	4.724585385	1266.533333	8933.032736	2.106696473	1.144190933	0.827303113	0.108433185	0.332385903	0.583720654	0.59071467	0.104011567	46409.6133	550.4250461	217.509416	1.576554036	4.839665906	1433.20729
5/1/14	6.3	0.004207531	0.012151838	0	-0.026507576	0.005046423	7608.6	1.947195514	1.054502074	0.871722659	0.105040386	0.3774713	0.699263762	0.600857516	0.084961484	38604.08889	423.8444444	165.4222222	1.537404522	4.730232607	1264.933333	9040.807435	2.162298683	1.147400169	0.802742964	0.111969416	0.320695814	0.571320871	0.613963362	0.100505128	46869.25549	521.55946	208.0110732	1.574622558	4.835874902	1444.817497
6/1/14	6.1	0.005271658	0.020742277	0.026794919	0.007299302	0.001925433	7894.170732	1.91117453	1.03758513	0.903422595	0.100609586	0.409716226	0.718554167	0.596396442	0.089424683	39857.41463	409.2195122	159.4390244	1.525357572	4.692075786	1289.731707	9090.500158	2.163335118	1.059732708	0.86539052	0.116454969	0.35182601	0.579250257	0.621339754	0.112811835	47192.27081	510.308581	204.9168994	1.575728985	4.833737868	1456.796942
7/1/14	6.2	0.000267732	-0.027643913	-0.026794919	-0.00852105	-0.00688552	8066.925	1.899886711	1.060067921	0.880612126	0.104276146	0.402316174	0.698290522	0.610549619	0.090529024	40660.2	414.1	160.45	1.523289902	4.686349316	1302.675	9625.129126	2.141295116	1.015319737	0.793469828	0.100593557	0.3301984	0.551456908	0.641097114	0.087513388	49563.35534	563.7252884	215.0467045	1.560381778	4.801831978	1459.92058
8/1/14	6.2	0.004622229	0.029819834	0	0.00852105	0.008111896	7605.911111	1.898393324	1.037689058	0.940870377	0.093515903	0.41299607	0.707668684	0.594781317	0.096795725	38452.04444	411.7777778	159.1777778	1.529434956	4.699646769	1252.644444	9438.905557	2.130346167	1.049735057	0.834831497	0.113474785	0.341255915	0.578951135	0.612169211	0.090563651	48761.15015	562.713949	215.7819687	1.560018806	4.800298443	1444.376892
9/1/14	5.9	0.003032281	-0.031083771	-0.031783725	0.025135973	-0.005968712	7525.309524	1.881002951	1.047298577	0.960423922	0.093045385	0.423939078	0.716747559	0.624222906	0.107486152	38203.07143	419	157.3333333	1.533316442	4.71072268	1257.214286	9221.910946	2.263123561	1.017410608	0.837901603	0.106588758	0.322422753	0.579738753	0.665594791	0.095092782	48308.3887	550.7907293	201.4624794	1.582032901	4.866128366	1463.416982
10/1/14	5.7	0.001717257	0.011290832	0	0.026823766	0.002421494	7752.422222	1.830823868	1.050586083	0.948354876	0.095897231	0.413013128	0.719955578	0.640343346	0.101283834	39264.04444	463.3555556	174.3111111	1.531296576	4.70049784	1278.488889	8992.300089	2.204106724	1.057478968	0.853682528	0.121940335	0.363562995	0.633394673	0.654533376	0.094794397	46493.30131	599.1946264	227.2552465	1.567851609	4.819260077	1422.041756
11/1/14	5.8	0.003653199	0.010180743	0	0.021628618	-0.001156112	7882.822222	1.809025032	1.043081068	0.964302934	0.098492804	0.417546896	0.727393223	0.639697655	0.092980557	39730.35556	457.4	172.3333333	1.524334793	4.677801438	1292.533333	8863.429154	2.215389993	1.012466063	0.864366024	0.131728681	0.359091386	0.632209572	0.687840779	0.090577883	45739.66203	551.2049211	209.2546222	1.564986147	4.81389734	1425.597922
12/1/14	5.6	0.004509022	-0.010603887	0.031783725	0.052643733	-0.001482574	8040.116279	1.866278469	1.042671576	0.933128241	0.10157903	0.404994002	0.704600113	0.637629772	0.087350976	40505	468.3488372	176	1.523659358	4.678900087	1299.186047	8845.909164	2.170032965	1.025175934	0.850980092	0.132659726	0.363685482	0.607885936	0.702744638	0.094318439	45688.297	561.1942204	211.876753	1.566873345	4.821399669	1425.376916
1/1/15	5.7	0.0011936	-0.027070218	0	0.046956983	-0.001390981	8248.066667	1.92081804	1.049348699	0.918429306	0.087293538	0.415357903	0.662849299	0.635999706	0.090323301	41408.64444	533.0444444	198.5333333	1.523284697	4.67936941	1320.111111	9887.579719	2.11202873	1.040339249	0.800374951	0.085668535	0.367282154	0.539720356	0.652046892	0.107587424	50821.2819	755.7821405	286.7815906	1.564625153	4.805130064	1490.805448
